fid,FIRED_ID,GID,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,POO_LONGITUDE,POO_LATITUDE,STUSPS,Event_ID,Incid_Name,MTBS_Ig_Date,MTBS_Ig_Year,MTBS_Ig_Month,BurnBndAc,MTBS_ACRE_DIFF,MTBS_PERC_DIFF,MTBS_DATE_DIFF,ig_date,ig_day,ig_month,ig_year,last_date,event_dur,tot_pix,tot_ar_km2,fsr_px_dy,fsr_km2_dy,mx_grw_px,mn_grw_px,mu_grw_px,mx_grw_km2,mn_grw_km2,mu_grw_km2,mx_grw_dte,ig_utm_x,ig_utm_y,tot_perim,tot_ar_ac,FIRED_ACRE_DIFF,FIRED_DATE_DIFF,FIRED_PERC_DIFF,PREDICTED_ACRES,mx_grw_ha,tot_ar_ha,mx_grw_pct
"40",97205,21973,2012_WA-SPD-50491_BARKER CANYON COMPLEX,WA-SPD-50491,BARKER CANYON COMPLEX,WF,81155,L,true,2012/09/08 20:00:00+00,252,2012-09-19,0,"Dormant Brush, Hardwood Slash",,,1,,,,,Douglas,10 miles NW of Grand Coulee Dam,,2290268,2012,FS,0,0,0,12,0,3,,,2013/02/28 15:05:00+00,,9,,50,2,30,3,1413,2,2012/09/12 16:00:00+00,256,315,2012/09/12 16:00:00+00,256,2012/09/11 15:00:00+00,255,37932.5,2012/09/11 15:00:00+00,255,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201511170],1,['WA4791211911620120908-BARKER CANYON COMPLEX'],252,262,['Natural'],17049,"[{'ID': 201511170, 'MTBS_ID': 'WA4791211911620120908(BARKER CANYON COMPLEX)', 'COORDS': (47.912394, -119.11558600000001), 'CAUSE': 'Natural', 'SIZE': 17049.0, 'DISC': 252, 'CONT': 262.0}]","[(47.912394, -119.11558600000001)]",1,1,1,201511170,47.912394,-119.115586,WA4791211911620120908(BARKER CANYON COMPLEX),"(47.912394, -119.11558600000001)",-119.116389,47.9125,WA,WA4791211911620120908,BARKER CANYON COMPLEX,2012/09/08,2012,9,85906,4751,5.53046352990478,0.833333333333333,2012-09-07,251,9,2012,2012-09-24,18,1213,260.380970708627,67.3888888888889,14.4656094838126,726,1,531.639736191261,155.842196813243,0.214658673296478,114.121080442505,2012-09-11,-8840701.60041944,5351030.21953517,293748.26227871,64341.4397669553,21564.5602330447,1.66666666666667,25.102507663079,75244.8450357721,15584.2196813243,26038.0970708627,59.8516075845012
"41",104946,22395,2013_CA-STF-002857_RIM,CA-STF-002857,RIM,WF,257314,U,false,2013/08/17 15:25:00+00,229,2013-10-27,0,Hardwood Litter,,,10,,,,,Tuolumne,NW  N  NE  and East of the community of Buck Meadows,,127350000,2013,FS,7,4,0,112,3,11,,,2013/10/24 18:00:00+00,,100,,5506,6,4500,946,210309,41,2013/08/31 18:00:00+00,243,5115,2013/09/01 06:00:00+00,244,2013/09/06 06:00:00+00,249,42254,2013/08/23 06:00:00+00,235,20,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,10,[201766413],1,['CA3785712008620130817-RIM'],229,297,['Missing data/not specified/undetermined'],255858,"[{'ID': 201766413, 'MTBS_ID': 'CA3785712008620130817(RIM)', 'COORDS': (37.86055556, -120.08305559999998), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 255858.0, 'DISC': 229, 'CONT': 297.0}]","[(37.86055556, -120.08305559999998)]",1,1,1,201766413,37.86055556,-120.0830556,CA3785712008620130817(RIM),"(37.86055556, -120.08305559999998)",-120.086389,37.857222,CA,CA3785712008620130817,RIM,2013/08/17,2013,8,257084,230,0.0894649219710289,0.642361111111111,2013-08-14,226,8,2013,2013-09-24,42,4157,892.336104893457,98.9761904761905,21.2460977355585,779,1,367.358431561222,167.219106497956,0.214658673296478,78.8566735432068,2013-08-23,-10509090.6926365,4231203.3836872,415942.819442004,220500.713199698,36583.2868003023,3.47569444444444,14.2300908653601,256818.2406876,16721.9106497956,89233.6104893457,18.7394755833534
"42",119847,25927,2015_2880290_SODA,"000889",SODA,WF,285361,U,false,2015/08/10 14:10:00+00,222,,0,Brush (2 feet),,2880290,0,,,US/Mountain,,,8 MILES NE of JORDAN VALLEY. 40 MILES SW OF BOISE.,ID,6250000,2015,FS,1,0,0,1,0,1,,,2015/08/23 15:00:00+00,2015_000889_SODA,14,50,145,,145,69,1706.19166666667,16,2015/08/11 17:00:00+00,223,226.425,2015/08/15 21:00:00+00,227,2015/08/16 21:00:00+00,228,170000,2015/08/12 19:00:00+00,224,6,"['FS', 'FS', 'MMS', 'MMS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,85.7142857142857,[300210878],1,['ID4311811696020150810-SODA'],222,237,['Natural'],283180,"[{'ID': 300210878, 'MTBS_ID': 'ID4311811696020150810(SODA)', 'COORDS': (43.1175, -116.95946), 'CAUSE': 'Natural', 'SIZE': 283180.0, 'DISC': 222, 'CONT': 237.0}]","[(43.1175, -116.95946)]",1,1,1,300210878,43.1175,-116.95946,ID4311811696020150810(SODA),"(43.1175, -116.95946)",-116.95,43.11,ID,ID4311811696020150810,SODA,2015/08/10,2015,8,282888,2473,0.874197562286134,0.590277777777778,2015-08-11,223,8,2015,2015-08-19,9,4969,1066.6389476102,552.111111111111,118.515438623355,2165,2,1348.85308915275,464.736027686874,0.429317346592955,289.543014589384,2015-08-13,-9459687.38970074,4814977.40651237,413218.943142878,263571.817149218,19316.1828507824,0.576388888888889,6.82820863761713,306898.946281786,46473.6027686874,106663.89476102,43.5701348359831
"43",120796,26144,2015_2915082_VALLEY,"008670",VALLEY,WF,76067,U,false,2015/09/12 15:25:00+00,255,,4,Timber (Grass and Understory),,2915082,4,,,US/Pacific,Cobb,,"Middletown, Cobb,  Hidden Valley, Aetna Springs, Twin Lakes",CA,56220000,2015,FS,1872,7,41,1958,66,1307,0,4,2015/10/06 20:00:00+00,2015_008670_VALLEY,40,19307,9150,150,9000,222.333333333333,21015.0423852249,9.75,2015/09/19 08:00:00+00,262,1022.39285714286,2015/09/13 20:00:00+00,256,2015/09/17 08:00:00+00,260,30000,2015/09/13 08:00:00+00,256,5,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[300333550],1,['CA3884412276020150912-VALLEY'],255,,['Missing data/not specified/undetermined'],76067,"[{'ID': 300333550, 'MTBS_ID': 'CA3884412276020150912(VALLEY)', 'COORDS': (38.843988, -122.759707), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 76067.0, 'DISC': 255, 'CONT': 'unknown'}]","[(38.843988, -122.759707)]",1,1,1,300333550,38.843988,-122.759707,CA3884412276020150912(VALLEY),"(38.843988, -122.759707)",-122.75,38.84,CA,CA3884412276020150912,VALLEY,2015/09/12,2015,9,77507,1440,1.85789670610396,0.642361111111111,2015-09-12,255,9,2015,2015-09-21,10,1246,267.464706927411,124.6,26.7464706927411,794,2,602.321027287319,170.438986597403,0.429317346592955,129.293432616067,2015-09-15,-10630941.9370833,4311819.79636306,173254.955981432,66091.8664052979,11415.1335947021,0.475694444444444,14.727874378704,77280.1446473585,17043.8986597403,26746.4706927411,63.7239165329053
"44",124087,26654,2016_4258135_ANDERSON CREEK FIRE,"000313",Anderson Creek Fire,WF,367740,U,false,2016/03/23 12:46:00+00,83,,0,Brush (2 feet),,4258135,0,,,US/Central,,,"Two miles east of Camp Houston, Oklahoma",OK,1750000,2016,FS,54,0,0,54,0,28,,,2016/04/05 22:00:00+00,2016_000313_ANDERSON CREEK FIRE,14,500,10000,,4500,20,1182.75,5,2016/03/26 20:00:00+00,86,238.333333333333,2016/03/25 20:00:00+00,85,2016/03/23 22:00:00+00,83,367620,2016/03/23 22:00:00+00,83,0,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400242325],1,['OK3692409905720160323-ANDERSON CREEK FIRE'],83,,['Missing data/not specified/undetermined'],367740,"[{'ID': 400242325, 'MTBS_ID': 'OK3692409905720160323(ANDERSON CREEK FIRE)', 'COORDS': (36.923598999999996, -99.056503), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 367740.0, 'DISC': 83, 'CONT': 'unknown'}]","[(36.923598999999996, -99.056503)]",1,1,1,400242325,36.923599,-99.056503,OK3692409905720160323(ANDERSON CREEK FIRE),"(36.923598999999996, -99.056503)",-99.05,36.92,OK,OK3692409905720160323,ANDERSON CREEK FIRE,2016/03/23,2016,3,374523,6783,1.81110372393685,0.531944444444444,2016-03-14,74,3,2016,2016-04-01,19,6096,1308.55927241533,320.842105263158,68.8715406534383,3793,2,2644.33497375328,814.200347813539,0.429317346592955,567.629437217355,2016-03-24,-8781860.8854204,4123251.52073619,692037.198492669,323351.539010189,51171.4609898106,9.36527777777778,13.663102396865,376407.511804751,81420.0347813539,130855.927241533,62.2211286089239
"45",127002,27992,2016_4407798_HOT POT,"010080",Hot Pot,WF,122292,U,false,2016/07/02 17:13:00+00,184,,0,Short Grass (1 foot),,4407798,0,,,,Battle Mountain,,"35 Miles North of Battle Mountain, NV",NV,3402259,2016,FS,8,2,0,9,1,1,,,2016/07/11 21:00:00+00,2016_010080_HOT POT,10,50,24,10,14,66,1551.08333333333,19,2016/07/05 00:00:00+00,187,314.5,2016/07/05 00:00:00+00,187,2016/07/04 00:00:00+00,186,64000,2016/07/04 00:00:00+00,186,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400024041],1,['NV4102211692120160702-HOT POT'],184,198,['Natural'],122292.7,"[{'ID': 400024041, 'MTBS_ID': 'NV4102211692120160702(HOT POT)', 'COORDS': (41.0222, -116.9208), 'CAUSE': 'Natural', 'SIZE': 122292.7, 'DISC': 184, 'CONT': 198.0}]","[(41.0222, -116.9208)]",1,1,1,400024041,41.0222,-116.9208,NV4102211692120160702(HOT POT),"(41.0222, -116.9208)",-116.92,41.02,NV,NV4102211692120160702,HOT POT,2016/07/02,2016,7,120015,2277,1.89726284214473,0.717361111111111,2016-07-02,184,7,2016,2016-07-14,13,1976,424.16553843384,152,32.6281183410646,1312,1,1054.24696356275,281.632179364978,0.214658673296478,226.30325452522,2016-07-04,-9784932.91670334,4574054.79391786,359482.668025635,104813.425374694,15201.5746253061,0.550694444444444,12.6663955549774,122303.439085482,28163.2179364978,42416.553843384,66.3967611336032
"46",127666,27645,2016_4372632_RANGE 12,"000344",Range 12,WF,176600,U,false,2016/07/30 21:14:00+00,212,,0,Short Grass (1 foot),,4372632,0,,,PST8PDT,Benton City,,12 miles north of Sunnyside Washington.,WA,1700000,2016,FS,0,0,0,0,0,0,,,2016/08/08 20:00:00+00,2016_000344_RANGE 12,10,,250,,250,6,856.416666666667,3,2016/08/01 21:00:00+00,214,256.5,2016/08/01 21:00:00+00,214,2016/08/01 21:00:00+00,214,115000,2016/08/01 21:00:00+00,214,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400031182],1,['WA4659912020320160731-RANGE 12'],212,219,['Equipment and vehicle use'],171915,"[{'ID': 400031182, 'MTBS_ID': 'WA4659912020320160731(RANGE 12)', 'COORDS': (46.569326000000004, -120.080828), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 171915.0, 'DISC': 212, 'CONT': 219.0}]","[(46.569326000000004, -120.080828)]",1,1,1,400031182,46.569326,-120.080828,WA4659912020320160731(RANGE 12),"(46.569326000000004, -120.080828)",-120.2,46.59,WA,WA4659912020320160731,RANGE 12,2016/07/30,2016,7,167604,8996,5.36741366554497,0.884722222222222,2016-07-29,211,7,2016,2016-08-15,18,2733,586.662154119273,151.833333333333,32.5923418955152,1579,1,1273.96084888401,338.946045135138,0.214658673296478,273.466745653096,2016-08-01,-9172433.50545343,5166168.44564053,383518.929285079,144967.151593643,22636.8484063571,1.71805555555556,13.5061504536628,168991.978660357,33894.6045135138,58666.2154119273,57.7753384559093
"47",132267,28986,2017_7161319_PERRYTON,"001012",Perryton,WF,318156,H,false,2017/03/06 15:49:00+00,65,,1,Tall Grass (2.5 feet),,7161319,0,,,,,,approx. 15 miles SW of Lipscomb,TX,1,2017,FS,11,0,0,11,0,2,0,1,2017/03/13 17:00:00+00,2017_001012_PERRYTON,7,0,200,,200,3,235,2,2017/03/07 22:00:00+00,66,60,2017/03/08 22:00:00+00,67,2017/03/06 22:00:00+00,65,315135,2017/03/06 22:00:00+00,65,0,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400142232],1,['TX3608710053120170306-PERRYTON'],65,71,['Missing data/not specified/undetermined'],318156,"[{'ID': 400142232, 'MTBS_ID': 'TX3608710053120170306(PERRYTON)', 'COORDS': (36.0865, -100.531), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 318156.0, 'DISC': 65, 'CONT': 71.0}]","[(36.0865, -100.531)]",1,1,1,400142232,36.0865,-100.531,TX3608710053120170306(PERRYTON),"(36.0865, -100.531)",-100.531,36.0865,TX,TX3608710053120170306,PERRYTON,2017/03/06,2017,3,290211,27945,9.62920082284958,0.659027777777778,2017-03-05,64,3,2017,2017-03-18,14,4937,1059.76987006471,352.642857142857,75.697847861765,4701,1,4479.98116264938,1009.11042316674,0.214658673296478,961.666812767527,2017-03-08,-8998691.23675546,4009739.90518686,516912.991645153,261874.43374234,28336.56625766,1.45069444444444,9.76412550098375,304925.322416005,100911.042316674,105976.987006471,95.2197690905408
"48",135971,30307,2017_7389261_ROOSTERS COMB,"010193",Roosters Comb,WF,218380,U,false,2017/07/09 18:10:00+00,190,,0,Tall Grass (2.5 feet),,7389261,0,,,US/Pacific,Battle Mountain,,"25 miles North of Battle Mountian, NV",NV,4000000,2017,FS,0,0,0,0,0,0,,,2017/07/25 20:45:00+00,2017_010193_ROOSTERS COMB,17,,18,8,10,37,1638.95,16,2017/07/11 20:30:00+00,192,365.166666666667,2017/07/13 19:00:00+00,194,2017/07/12 20:30:00+00,193,98380,2017/07/12 20:30:00+00,193,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400024139],1,['NV4094111678720170709-ROOSTERS COMB'],190,216,['Natural'],204947.6,"[{'ID': 400024139, 'MTBS_ID': 'NV4094111678720170709(ROOSTERS COMB)', 'COORDS': (40.9411, -116.7867), 'CAUSE': 'Natural', 'SIZE': 204947.6, 'DISC': 190, 'CONT': 216.0}]","[(40.9411, -116.7867)]",1,1,1,400024139,40.9411,-116.7867,NV4094111678720170709(ROOSTERS COMB),"(40.9411, -116.7867)",-116.786567,40.941183,NV,NV4094111678720170709,ROOSTERS COMB,2017/07/09,2017,7,217510,870,0.399981610040918,0.756944444444444,2017-07-11,192,7,2017,2017-07-26,16,3569,766.116804995128,223.0625,47.8823003121955,1739,1,1048.9204258896,373.291432862574,0.214658673296478,225.159867015039,2017-07-12,-9784932.91670334,4561082.03785508,424258.448339509,189311.293098321,28198.7069016788,1.40972222222222,12.96432665242,220552.902153879,37329.1432862574,76611.6804995128,48.7251330905015
"49",136454,29238,2017_7195843_CINDER BUTTE,"007092",Cinder Butte,WF,52531,H,false,2017/08/02 14:55:00+00,214,,0,Short Grass (1 foot),"10 miles to the West of Riley, OR",7195843,0,,,US/Pacific,"Riley, OR",,"Fire started off of Highway 20 approximately 10 miles west of Riley, OR.",OR,4400000,2017,FS,4,0,0,4,0,0,0,0,2017/08/17 11:00:00+00,2017_007092_CINDER BUTTE,12,8,30,,10,10,2630.675,3,2017/08/03 00:00:00+00,215,388.277777777778,2017/08/06 13:30:00+00,218,2017/08/04 19:00:00+00,216,42223,2017/08/04 19:00:00+00,216,2,"['FS', 'MMS', 'FS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'FS', 'FS', 'FS', 'FS']",FS,FS,50,[400026077],1,['OR4356811993720170802-CINDER BUTTE'],214,274,['Missing data/not specified/undetermined'],52531,"[{'ID': 400026077, 'MTBS_ID': 'OR4356811993720170802(CINDER BUTTE)', 'COORDS': (43.568000000000005, -119.9367), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 52531.0, 'DISC': 214, 'CONT': 274.0}]","[(43.568000000000005, -119.9367)]",1,1,1,400026077,43.568,-119.9367,OR4356811993720170802(CINDER BUTTE),"(43.568000000000005, -119.9367)",-119.9366,43.56794,OR,OR4356811993720170802,CINDER BUTTE,2017/08/02,2017,8,53113,582,1.0957769284356,0.621527777777778,2017-08-02,214,8,2017,2017-08-11,10,887,190.402243213976,88.7,19.0402243213976,773,2,680.057497181511,165.931154458177,0.429317346592955,145.980240110306,2017-08-04,-9669568.05028788,4835363.1660396,172336.33054838,47049.3463093894,6063.65369061056,0.454861111111111,11.4165151481004,55138.5519031309,16593.1154458177,19040.2243213976,87.1476888387824
"50",137060,29959,2017_7314071_SARTIN DRAW,"000543",Sartin Draw,WF,99735,L,false,2017/08/30 06:06:00+00,242,,0,Timber (Grass and Understory),,7314071,0,,,US/Mountain,,,"35 miles NW of Broadus, MT",MT,1500000,2017,FS,0,0,0,0,0,0,,,2017/09/05 08:00:00+00,2017_000543_SARTIN DRAW,8,,100,,30,5,541.85,1,2017/08/30 18:30:00+00,242,101.333333333333,2017/09/04 17:00:00+00,247,2017/09/03 17:00:00+00,246,72130,2017/08/31 21:00:00+00,243,4,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400021696],1,['MT4573910600920170830-SARTIN DRAW'],242,254,['Natural'],99714,"[{'ID': 400021696, 'MTBS_ID': 'MT4573910600920170830(SARTIN DRAW)', 'COORDS': (45.7386, -106.0089), 'CAUSE': 'Natural', 'SIZE': 99714.0, 'DISC': 242, 'CONT': 254.0}]","[(45.7386, -106.0089)]",1,1,1,400021696,45.7386,-106.0089,MT4573910600920170830(SARTIN DRAW),"(45.7386, -106.0089)",-106.0088,45.73857,MT,MT4573910600920170830,SARTIN DRAW,2017/08/30,2017,8,91570,8165,8.91667576717266,0.254166666666667,2017-08-29,241,8,2017,2017-09-06,9,1748,375.223360922243,194.222222222222,41.6914845469159,1016,2,698.669336384439,218.093212069221,0.429317346592955,149.975432821214,2017-09-01,-8224959.00015384,5096671.53816135,192754.09007562,92719.5686006908,1149.56860069078,1.0875,1.25539871212272,108241.369041794,21809.3212069221,37522.3360922243,58.1235697940504
"51",137176,29413,2017_7218928_BRUSH FLAT,"000552",Brush Flat,WF,73797,L,false,2017/08/31 09:18:00+00,243,,0,Timber (Grass and Understory),,7218928,0,,,US/Mountain,,,"14 miles south of Birney, MT",MT,400000,2017,FS,0,0,0,0,0,0,,,2017/09/05 09:00:00+00,2017_000552_BRUSH FLAT,6,,70,,20,,74,,2017/08/31 23:00:00+00,243,15,2017/09/01 19:30:00+00,244,2017/09/01 19:30:00+00,244,53285,2017/09/01 19:30:00+00,244,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400021700],1,['WY4495610647120170831-DEER CREEK'],243,247,['Natural'],39386.9,"[{'ID': 400021700, 'MTBS_ID': 'WY4495610647120170831(DEER CREEK)', 'COORDS': (45.1228, -106.5858), 'CAUSE': 'Natural', 'SIZE': 39386.9, 'DISC': 243, 'CONT': 247.0}]","[(45.1228, -106.5858)]",1,1,1,400021700,45.1228,-106.5858,WY4495610647120170831(DEER CREEK),"(45.1228, -106.5858)",-106.5858,45.12275,MT,WY4495610647120170831,DEER CREEK,2017/08/31,2017,8,90147,16350,18.1370428300443,0.3875,2017-09-01,244,9,2017,2017-09-08,8,1421,305.029974754295,177.625,38.1287468442868,856,3,668.998592540464,183.747824341785,0.643976019889433,143.606350311947,2017-09-02,-8375072.32030889,5001229.1185566,257569.870389508,75374.43191166,14772.56808834,0.779166666666667,16.3871987845852,88073.4001633469,18374.7824341785,30502.9974754295,60.2392681210415
"52",139310,30489,2017_9258165_THOMAS,"103156",THOMAS,WF,281893,U,false,2017/12/04 20:35:00+00,338,,2,Chaparral (6 feet),,9258165,0,,,US/Pacific,Ojai,,"Ojai, Santa Paula, Ventura, Montecito, Carpenteria, Santa Barbara, Fillmore",CA,210803004,2017,M,1053,11,210,1063,19,779,1,1,2018/05/25 15:30:00+00,2017_103156_THOMAS,66,51543,18000,,18000,655.333333333333,51428.3057470307,16,2017/12/16 19:15:00+00,350,1595.33095238095,2017/12/13 07:30:00+00,347,2017/12/17 07:30:00+00,351,57000,2017/12/10 20:00:00+00,344,13,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'M', 'M']",FS,M,12.1212121212121,[400009652],1,['CA3442911910020171205-THOMAS'],338,,['Missing data/not specified/undetermined'],281893,"[{'ID': 400009652, 'MTBS_ID': 'CA3442911910020171205(THOMAS)', 'COORDS': (34.42527778, -119.0602778), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 281893.0, 'DISC': 338, 'CONT': 'unknown'}]","[(34.42527778, -119.0602778)]",1,1,1,400009652,34.42527778,-119.0602778,CA3442911910020171205(THOMAS),"(34.42527778, -119.0602778)",-119.1,34.43,CA,CA3442911910020171205,THOMAS,2017/12/04,2017,12,281982,89,0.0315622983027285,0.857638888888889,2017-12-01,335,12,2017,2017-12-30,30,5108,1096.47650319841,170.266666666667,36.5492167732802,852,1,608.714565387627,182.889189648599,0.214658673296478,130.66586102235,2017-12-11,-10935338.3918422,3835534.32377236,402083.437946252,270944.826322842,11037.1736771576,3.64930555555556,3.91414121367946,315471.874948771,18288.9189648599,109647.650319841,16.6797180892717
"53",141868,30658,2018_9021840_RHEA,"000818",Rhea,WF,286196,U,false,2018/04/12 14:07:00+00,102,,1,Tall Grass (2.5 feet),,9021840,3,,,US/Central,,,"1/2 mile west of Rhea, OK",OK,3707498,2018,FS,32,0,0,32,0,32,0,1,2018/04/26 14:30:00+00,2018_000818_RHEA,16,400,3500,,2000,62,940.740476190476,18,2018/04/18 18:00:00+00,108,87.1,2018/04/23 17:15:00+00,113,2018/04/18 18:00:00+00,108,104100,2018/04/14 21:30:00+00,104,6,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400311640],1,['OK3585009921020180412-RHEA'],102,117,['Missing data/not specified/undetermined'],286196,"[{'ID': 400311640, 'MTBS_ID': 'OK3585009921020180412(RHEA)', 'COORDS': (35.8486, -99.21333100000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 286196.0, 'DISC': 102, 'CONT': 117.0}]","[(35.8486, -99.21333100000001)]",1,1,1,400311640,35.8486,-99.213331,OK3585009921020180412(RHEA),"(35.8486, -99.21333100000001)",-99.21,35.85,OK,OK3585009921020180412,RHEA,2018/04/12,2018,4,277949,8247,2.96709108505517,0.588194444444444,2018-04-07,97,4,2018,2018-05-02,26,4746,1018.77006346508,182.538461538462,39.1834639794263,2073,1,1468.79477454699,444.987429743598,0.214658673296478,315.289537649055,2018-04-14,-8902322.19171765,4023175.97396616,690239.947626554,251743.176532539,26205.8234674608,5.42152777777778,9.42828485350219,293145.254967127,44498.7429743598,101877.006346508,43.6788874841972
